Order ID,Product,Quantity,Price,Order Date,Address,City,State,Postal Code,Payment
100284,iPad Air,7,75126.59,28-02-2023,123 Main St,Jaipur,BR,900616,PayPal
100285,AirPods,5,115488.37,01-03-2023,123 Main St,Surat,DL,556122,Apple Pay
100286,Sony Headphones,9,98840.89,01-03-2023,123 Main St,Ahmedabad,RJ,650641,Apple Pay
100287,Washing Machine,4,95256.28,01-03-2023,123 Main St,Bengaluru,PB,319341,Cash
100288,AirPods,3,147044.61,01-03-2023,123 Main St,Lucknow,BR,820795,PhonePe
100289,PlayStation 5,5,117085.33,02-03-2023,123 Main St,Kolkata,WB,458613,Cash
100290,iPad Air,8,121517.28,02-03-2023,123 Main St,Hyderabad,PB,973078,Bank Transfer
100291,Macbook Pro,6,51558.4,02-03-2023,123 Main St,Hyderabad,DL,851309,Apple Pay
100292,Kindle Paperwhite,9,145970.97,02-03-2023,123 Main St,Mumbai,GJ,438219,Google Pay
100293,Kindle Paperwhite,7,84544.24,02-03-2023,123 Main St,Hyderabad,TG,533608,UPI
100294,Kindle Paperwhite,1,117234.94,03-03-2023,123 Main St,Hyderabad,WB,684705,Google Pay
100295,Nintendo Switch,4,54327.51,03-03-2023,123 Main St,Lucknow,WB,320944,Apple Pay
100296,Dell XPS 15,8,52735.82,03-03-2023,123 Main St,Jaipur,BR,823041,Debit Card
100297,Macbook Pro,1,70129.36,03-03-2023,123 Main St,Pune,MP,631315,PayPal
100298,Sony Headphones,1,39081.13,03-03-2023,123 Main St,Kolkata,MH,764067,Debit Card
100299,USB-C Cable,6,115416.28,04-03-2023,123 Main St,Jaipur,GJ,300097,Apple Pay
100300,Dell XPS 15,9,43132.82,04-03-2023,123 Main St,Jaipur,DL,510131,PayPal
100301,USB-C Cable,2,106425.97,04-03-2023,123 Main St,Pune,DL,472797,Bank Transfer
100302,Kindle Paperwhite,4,29381.87,04-03-2023,123 Main St,Mumbai,MH,354464,Cryptocurrency
100303,Samsung Galaxy S23,7,106969.59,04-03-2023,123 Main St,Chennai,UP,437503,Credit Card
100304,iPad Air,2,116753.43,05-03-2023,123 Main St,Pune,MH,561237,PhonePe
100305,Macbook Pro,8,14764.1,05-03-2023,123 Main St,Surat,GJ,657400,Cryptocurrency
100306,Washing Machine,6,101785.17,05-03-2023,123 Main St,Hyderabad,KA,159799,Cryptocurrency
100307,Apple Watch,5,56419.93,05-03-2023,123 Main St,Bengaluru,KA,370478,Bank Transfer
100308,Nintendo Switch,2,78007.71,05-03-2023,123 Main St,Hyderabad,RJ,317890,Cash
100309,Nintendo Switch,1,76559.75,06-03-2023,123 Main St,Kolkata,BR,376869,Google Pay
100310,Macbook Pro,3,82723.22,06-03-2023,123 Main St,Pune,PB,540299,Cash
100311,Nintendo Switch,7,144043.87,06-03-2023,123 Main St,Kanpur,MP,844473,Debit Card
100312,Macbook Pro,9,77990.17,06-03-2023,123 Main St,Chennai,MP,676161,PayPal
100313,Sony Headphones,1,36822.07,07-03-2023,123 Main St,Pune,GJ,476488,Debit Card
100314,Apple Watch,2,17742.62,07-03-2023,123 Main St,Bengaluru,PB,420242,Cryptocurrency
100315,iPad Air,7,22053.97,07-03-2023,123 Main St,Delhi,MP,312416,Cryptocurrency
100316,iPad Air,1,117290.25,07-03-2023,123 Main St,Mumbai,RJ,372509,Credit Card
100317,Macbook Pro,1,90545.19,07-03-2023,123 Main St,Delhi,KA,984323,Debit Card
100318,Samsung Galaxy S23,7,113021.96,08-03-2023,123 Main St,Kolkata,MP,416233,PayPal
100319,USB-C Cable,1,114057.36,08-03-2023,123 Main St,Jaipur,WB,986027,Credit Card
100320,Bluetooth Speaker,6,43312.56,08-03-2023,123 Main St,Kolkata,MH,783374,PhonePe
100321,Nintendo Switch,4,53818.99,08-03-2023,123 Main St,Hyderabad,WB,888664,Cryptocurrency
100322,Flatscreen TV,1,106104.57,08-03-2023,123 Main St,Surat,TN,999136,Cash
100323,Flatscreen TV,9,113209.68,09-03-2023,123 Main St,Kolkata,TN,989625,Cryptocurrency
100324,Washing Machine,6,128845,09-03-2023,123 Main St,Chennai,MH,136814,Debit Card
100325,Nintendo Switch,6,35248.38,09-03-2023,123 Main St,Jaipur,KA,331687,Google Pay
100326,iPhone 14,7,3760.12,09-03-2023,123 Main St,Jaipur,KA,811196,Debit Card
100327,iPhone 14,1,126767.97,09-03-2023,123 Main St,Hyderabad,GJ,721105,UPI
100328,Bluetooth Speaker,3,131177.99,10-03-2023,123 Main St,Hyderabad,MP,356829,Net Banking
100329,PlayStation 5,3,90209.7,10-03-2023,123 Main St,Lucknow,BR,732429,Cash
100330,AirPods,4,125971.37,10-03-2023,123 Main St,Pune,KA,635301,Apple Pay
100331,Flatscreen TV,8,141329.64,10-03-2023,123 Main St,Ahmedabad,DL,993988,Bank Transfer
100332,AirPods,4,18702.42,10-03-2023,123 Main St,Lucknow,GJ,777623,Credit Card
100333,Flatscreen TV,3,52517.62,11-03-2023,123 Main St,Mumbai,DL,903049,Cash
100334,Sony Headphones,7,130254.11,11-03-2023,123 Main St,Jaipur,WB,481290,Bank Transfer
100335,Macbook Pro,8,69614.24,11-03-2023,123 Main St,Jaipur,UP,508296,Google Pay
100336,iPad Air,6,93540.51,11-03-2023,123 Main St,Jaipur,GJ,257762,PhonePe
100337,AirPods,4,3117.55,12-03-2023,123 Main St,Bengaluru,MH,381640,Cash
100338,Kindle Paperwhite,7,149047.83,12-03-2023,123 Main St,Surat,MP,533399,PayPal
100339,Kindle Paperwhite,9,148595.07,12-03-2023,123 Main St,Hyderabad,DL,947448,Cash
100340,Washing Machine,5,1455.8,12-03-2023,123 Main St,Kanpur,GJ,874922,Bank Transfer
100341,AirPods,6,118017.51,12-03-2023,123 Main St,Mumbai,BR,293037,Google Pay
100342,USB-C Cable,1,111258.04,13-03-2023,123 Main St,Pune,TG,378298,PhonePe
100343,PlayStation 5,1,116938.77,13-03-2023,123 Main St,Bengaluru,GJ,212691,Credit Card
100344,iPad Air,9,106895.35,13-03-2023,123 Main St,Kolkata,BR,560354,Google Pay
100345,Washing Machine,6,115835.75,13-03-2023,123 Main St,Ahmedabad,MP,192994,PhonePe
100346,Macbook Pro,5,59891.59,13-03-2023,123 Main St,Jaipur,TN,519133,Credit Card
100347,Nintendo Switch,9,144105.48,14-03-2023,123 Main St,Hyderabad,RJ,771098,Credit Card
100348,Sony Headphones,6,133287.8,14-03-2023,123 Main St,Kanpur,DL,454677,Google Pay
100349,Dell XPS 15,9,85163.11,14-03-2023,123 Main St,Kolkata,TN,892427,UPI
100350,Washing Machine,7,66683.58,14-03-2023,123 Main St,Lucknow,WB,259390,Bank Transfer
100351,Washing Machine,3,127723.26,14-03-2023,123 Main St,Pune,BR,950174,Bank Transfer
100352,Dell XPS 15,5,60564.55,15-03-2023,123 Main St,Mumbai,MH,466225,PhonePe
100353,Nintendo Switch,2,16709.15,15-03-2023,123 Main St,Bengaluru,TN,395512,PayPal
100354,USB-C Cable,6,11089.22,15-03-2023,123 Main St,Lucknow,MH,457199,PhonePe
100355,Bluetooth Speaker,8,1961.71,15-03-2023,123 Main St,Kolkata,WB,387005,Credit Card
100356,Apple Watch,4,75403.91,15-03-2023,123 Main St,Bengaluru,MP,566822,Bank Transfer
100357,Samsung Galaxy S23,6,119191.9,16-03-2023,123 Main St,Lucknow,GJ,738169,Cryptocurrency
100358,Sony Headphones,9,136261.95,16-03-2023,123 Main St,Chennai,WB,237777,Bank Transfer
100359,PlayStation 5,6,36164.47,16-03-2023,123 Main St,Ahmedabad,GJ,120412,UPI
100360,Kindle Paperwhite,9,19594.97,16-03-2023,123 Main St,Pune,MP,320700,Cryptocurrency
100361,USB-C Cable,3,15851.07,17-03-2023,123 Main St,Chennai,UP,597188,Cash
100362,AirPods,9,87758.79,17-03-2023,123 Main St,Bengaluru,KA,333607,Apple Pay
100363,iPhone 14,5,149393.89,17-03-2023,123 Main St,Kanpur,TN,864736,PayPal
100364,Washing Machine,7,123622.13,17-03-2023,123 Main St,Surat,UP,252247,Apple Pay
100365,Flatscreen TV,4,118138.13,17-03-2023,123 Main St,Kanpur,UP,133690,PhonePe
100366,Bluetooth Speaker,8,74880.01,18-03-2023,123 Main St,Kanpur,WB,865689,Apple Pay
100367,Kindle Paperwhite,5,146495.6,18-03-2023,123 Main St,Ahmedabad,TN,868452,Google Pay
100368,Washing Machine,1,84001.5,18-03-2023,123 Main St,Bengaluru,GJ,385130,Credit Card
100369,USB-C Cable,1,126573.61,18-03-2023,123 Main St,Ahmedabad,MP,745557,Cash
100370,Macbook Pro,2,76709.54,18-03-2023,123 Main St,Delhi,PB,333651,PhonePe
100371,Sony Headphones,3,60252.81,19-03-2023,123 Main St,Jaipur,GJ,435121,Credit Card
100372,Washing Machine,5,99133.47,19-03-2023,123 Main St,Delhi,TG,216417,Debit Card
100373,Nintendo Switch,3,144448.56,19-03-2023,123 Main St,Jaipur,WB,218165,Debit Card
100374,Washing Machine,3,123666.76,19-03-2023,123 Main St,Jaipur,RJ,716911,Google Pay
100375,Kindle Paperwhite,5,102778.38,19-03-2023,123 Main St,Jaipur,GJ,508019,Credit Card
100376,Washing Machine,2,114147.89,20-03-2023,123 Main St,Lucknow,MP,682537,Credit Card
100377,iPad Air,5,149278.74,20-03-2023,123 Main St,Kolkata,TN,351262,Credit Card
100378,Kindle Paperwhite,5,78464.13,20-03-2023,123 Main St,Bengaluru,WB,227935,Credit Card
100379,Apple Watch,2,28637.07,20-03-2023,123 Main St,Lucknow,KA,220561,Credit Card
100380,PlayStation 5,9,90031.13,20-03-2023,123 Main St,Chennai,PB,377265,Cash
100381,Flatscreen TV,3,114277.86,21-03-2023,123 Main St,Mumbai,TN,345462,Cryptocurrency
100382,Nintendo Switch,1,147558.39,21-03-2023,123 Main St,Lucknow,RJ,710769,Net Banking
100383,Macbook Pro,6,126183.3,21-03-2023,123 Main St,Hyderabad,GJ,845731,Apple Pay
100384,USB-C Cable,2,71872.23,21-03-2023,123 Main St,Delhi,PB,878589,Apple Pay
100385,Bluetooth Speaker,9,82500.6,22-03-2023,123 Main St,Jaipur,TN,963557,Cash
100386,Sony Headphones,4,29628.82,22-03-2023,123 Main St,Kanpur,KA,716585,Bank Transfer
100387,iPad Air,9,88621.43,22-03-2023,123 Main St,Lucknow,UP,844348,Net Banking
100388,Apple Watch,2,121652.14,22-03-2023,123 Main St,Pune,WB,608765,Google Pay
100389,Bluetooth Speaker,4,52718.04,22-03-2023,123 Main St,Lucknow,MP,431033,Cash
100390,Dell XPS 15,1,47252.3,23-03-2023,123 Main St,Bengaluru,MP,414260,Credit Card
100391,Nintendo Switch,7,38312.9,23-03-2023,123 Main St,Lucknow,UP,138205,Google Pay
100392,Macbook Pro,4,96131.83,23-03-2023,123 Main St,Hyderabad,DL,183939,Cryptocurrency
100393,USB-C Cable,7,20520.5,23-03-2023,123 Main St,Jaipur,RJ,277229,Cash
100394,Bluetooth Speaker,9,52306.85,23-03-2023,123 Main St,Hyderabad,UP,841990,Credit Card
100395,Samsung Galaxy S23,3,146405.75,24-03-2023,123 Main St,Delhi,PB,144333,Bank Transfer
100396,Nintendo Switch,1,29890.68,24-03-2023,123 Main St,Lucknow,BR,754894,Cryptocurrency
100397,Bluetooth Speaker,9,74350.12,24-03-2023,123 Main St,Kolkata,PB,237064,PhonePe
100398,AirPods,1,17636.87,24-03-2023,123 Main St,Mumbai,PB,108532,Debit Card
100399,Bluetooth Speaker,7,113840.88,24-03-2023,123 Main St,Jaipur,TN,338020,Net Banking
100400,iPhone 14,7,82160.51,25-03-2023,123 Main St,Kolkata,PB,481314,Credit Card
100401,Samsung Galaxy S23,8,114510.3,25-03-2023,123 Main St,Kolkata,PB,639215,Google Pay
100402,Washing Machine,6,24476.93,25-03-2023,123 Main St,Lucknow,GJ,525042,Debit Card
100403,AirPods,2,132333.41,25-03-2023,123 Main St,Jaipur,MP,979514,Net Banking
100404,USB-C Cable,9,24383.08,25-03-2023,123 Main St,Ahmedabad,RJ,890103,Google Pay
100405,Flatscreen TV,8,73864.72,26-03-2023,123 Main St,Ahmedabad,UP,730025,Google Pay
100406,Washing Machine,7,129903.43,26-03-2023,123 Main St,Kolkata,GJ,564030,Bank Transfer
100407,Macbook Pro,1,115950.78,26-03-2023,123 Main St,Chennai,UP,832859,Net Banking
100408,PlayStation 5,9,84815.91,26-03-2023,123 Main St,Jaipur,BR,866105,Apple Pay
100409,Macbook Pro,5,37480.26,27-03-2023,123 Main St,Bengaluru,MH,387702,Apple Pay
100410,Apple Watch,8,55163.47,27-03-2023,123 Main St,Chennai,BR,785032,Bank Transfer
100411,Kindle Paperwhite,2,84625.14,27-03-2023,123 Main St,Lucknow,MH,814080,Credit Card
100412,Flatscreen TV,4,41865.84,27-03-2023,123 Main St,Kolkata,MH,673912,PayPal
100413,Washing Machine,7,104958.03,27-03-2023,123 Main St,Pune,GJ,200717,Apple Pay
100414,Kindle Paperwhite,9,10854.07,28-03-2023,123 Main St,Chennai,DL,362636,Apple Pay
100415,iPhone 14,4,84845.15,28-03-2023,123 Main St,Ahmedabad,BR,994909,Cash
100416,Macbook Pro,6,91404.04,28-03-2023,123 Main St,Jaipur,KA,542822,Cryptocurrency
100417,Washing Machine,5,20458.27,28-03-2023,123 Main St,Chennai,RJ,177174,Bank Transfer
100418,PlayStation 5,3,26439.78,28-03-2023,123 Main St,Delhi,UP,386294,Cryptocurrency
100419,Nintendo Switch,7,73431.3,29-03-2023,123 Main St,Kolkata,MP,602129,Cash
100420,iPhone 14,3,129538.55,29-03-2023,123 Main St,Kolkata,MP,214086,Google Pay
100421,iPhone 14,4,69232.18,29-03-2023,123 Main St,Surat,MP,866664,Net Banking
100422,Macbook Pro,1,126608.38,29-03-2023,123 Main St,Pune,TG,951431,Cryptocurrency
100423,Washing Machine,3,53555.55,29-03-2023,123 Main St,Ahmedabad,GJ,617559,Cash
100424,Bluetooth Speaker,5,125676.21,30-03-2023,123 Main St,Kanpur,UP,249713,PhonePe
100425,Flatscreen TV,3,79040.56,30-03-2023,123 Main St,Hyderabad,BR,886018,PhonePe
100426,iPad Air,8,46732.06,30-03-2023,123 Main St,Ahmedabad,UP,919327,Google Pay
100427,Nintendo Switch,4,5062.85,30-03-2023,123 Main St,Kanpur,MH,413827,Apple Pay
100428,Bluetooth Speaker,5,115170.72,30-03-2023,123 Main St,Mumbai,RJ,265231,Bank Transfer
100429,Dell XPS 15,8,50457.82,31-03-2023,123 Main St,Mumbai,DL,974412,Net Banking
100430,Apple Watch,9,139078.3,31-03-2023,123 Main St,Hyderabad,BR,658831,Apple Pay
100431,Macbook Pro,6,82985.21,31-03-2023,123 Main St,Kolkata,TG,297333,PhonePe
100432,Sony Headphones,4,49742.41,31-03-2023,123 Main St,Pune,DL,299202,Cash
100433,PlayStation 5,2,127881.65,01-04-2023,123 Main St,Bengaluru,BR,298004,Net Banking
100434,Samsung Galaxy S23,3,80795.72,01-04-2023,123 Main St,Mumbai,GJ,788207,Net Banking
100435,iPhone 14,8,79775.96,01-04-2023,123 Main St,Chennai,DL,372191,Apple Pay
100436,Macbook Pro,1,105096.1,01-04-2023,123 Main St,Hyderabad,WB,513430,Cryptocurrency
100437,iPhone 14,6,134478.64,01-04-2023,123 Main St,Kolkata,TG,797579,Bank Transfer
100438,Macbook Pro,7,77044.53,02-04-2023,123 Main St,Jaipur,UP,396352,PayPal
100439,PlayStation 5,6,104467.54,02-04-2023,123 Main St,Ahmedabad,DL,420626,Net Banking
100440,Macbook Pro,8,126797.1,02-04-2023,123 Main St,Surat,DL,946859,PayPal
100441,Nintendo Switch,4,36204.82,02-04-2023,123 Main St,Bengaluru,PB,604205,Cash
100442,USB-C Cable,1,106679.01,02-04-2023,123 Main St,Pune,WB,438303,UPI
100443,Sony Headphones,8,99358.07,03-04-2023,123 Main St,Kanpur,UP,894246,Apple Pay
100444,iPad Air,4,69355.18,03-04-2023,123 Main St,Ahmedabad,KA,959366,Net Banking
100445,USB-C Cable,7,49768.52,03-04-2023,123 Main St,Hyderabad,UP,489675,Bank Transfer
100446,Samsung Galaxy S23,5,16657.61,03-04-2023,123 Main St,Pune,BR,203361,PhonePe
100447,USB-C Cable,8,10950.46,03-04-2023,123 Main St,Hyderabad,MP,310151,Debit Card
100448,Apple Watch,4,9855.8,04-04-2023,123 Main St,Ahmedabad,WB,297836,PayPal
100449,Washing Machine,2,35656.76,04-04-2023,123 Main St,Mumbai,KA,244682,Bank Transfer
100450,Bluetooth Speaker,6,8751.81,04-04-2023,123 Main St,Kanpur,DL,830301,Google Pay
100451,Macbook Pro,9,2678.66,04-04-2023,123 Main St,Hyderabad,UP,921546,PayPal
100452,Sony Headphones,1,40320.26,04-04-2023,123 Main St,Lucknow,WB,941878,UPI
100453,Nintendo Switch,1,66444.24,05-04-2023,123 Main St,Chennai,TN,721016,Cash
100454,Apple Watch,1,140026.61,05-04-2023,123 Main St,Jaipur,RJ,460847,Google Pay
100455,Flatscreen TV,3,146443.89,05-04-2023,123 Main St,Delhi,RJ,681644,Apple Pay
100456,Washing Machine,2,91297.16,05-04-2023,123 Main St,Chennai,MP,742362,Debit Card
100457,Nintendo Switch,2,97924.41,06-04-2023,123 Main St,Mumbai,DL,356942,Cash
100458,iPhone 14,2,147063.56,06-04-2023,123 Main St,Mumbai,PB,101847,Cash
100459,Nintendo Switch,9,76395.6,06-04-2023,123 Main St,Hyderabad,TN,580932,Bank Transfer
100460,Samsung Galaxy S23,3,119265.47,06-04-2023,123 Main St,Pune,PB,185955,Debit Card
100461,Kindle Paperwhite,6,106431.16,06-04-2023,123 Main St,Mumbai,MH,105003,PayPal
100462,Nintendo Switch,6,140062.6,07-04-2023,123 Main St,Bengaluru,WB,514903,Google Pay
100463,Sony Headphones,4,46142.45,07-04-2023,123 Main St,Delhi,GJ,590559,Google Pay
100464,AirPods,4,67244.99,07-04-2023,123 Main St,Delhi,BR,567334,Google Pay
100465,Washing Machine,2,50921.42,07-04-2023,123 Main St,Kanpur,MP,218370,Apple Pay
100466,Dell XPS 15,8,17492.71,07-04-2023,123 Main St,Chennai,UP,364833,Bank Transfer
100467,Flatscreen TV,7,27317.79,08-04-2023,123 Main St,Kanpur,GJ,198227,Google Pay
100468,Dell XPS 15,2,91070.92,08-04-2023,123 Main St,Chennai,PB,464685,PhonePe
100469,Nintendo Switch,5,65214.61,08-04-2023,123 Main St,Hyderabad,TG,312280,Credit Card
100470,AirPods,3,98319.67,08-04-2023,123 Main St,Bengaluru,TN,975360,PhonePe
100471,Nintendo Switch,5,60453.49,08-04-2023,123 Main St,Ahmedabad,UP,212022,Cash
100472,Kindle Paperwhite,6,142274.3,09-04-2023,123 Main St,Bengaluru,WB,890776,PhonePe
100473,iPad Air,6,62733.8,09-04-2023,123 Main St,Kolkata,PB,655058,Bank Transfer
100474,Samsung Galaxy S23,2,120006.2,09-04-2023,123 Main St,Kanpur,RJ,320576,Bank Transfer
100475,Sony Headphones,7,10482.17,09-04-2023,123 Main St,Delhi,KA,474990,Google Pay
100476,Kindle Paperwhite,5,139204.62,09-04-2023,123 Main St,Kolkata,PB,117350,Debit Card
100477,Nintendo Switch,3,41285.42,10-04-2023,123 Main St,Jaipur,UP,431009,Cash
100478,iPad Air,5,111155.07,10-04-2023,123 Main St,Bengaluru,GJ,469243,UPI
100479,Bluetooth Speaker,6,117313.98,10-04-2023,123 Main St,Jaipur,TG,402034,Cash
100480,iPhone 14,2,108991.68,10-04-2023,123 Main St,Delhi,MH,281871,PayPal
100481,Washing Machine,5,64019.15,11-04-2023,123 Main St,Pune,KA,319837,Cash
100482,iPad Air,2,53699.98,11-04-2023,123 Main St,Kanpur,KA,917079,Google Pay
100483,Bluetooth Speaker,7,43985.78,11-04-2023,123 Main St,Bengaluru,RJ,284303,Credit Card
100484,Samsung Galaxy S23,8,2482.31,11-04-2023,123 Main St,Hyderabad,MH,798205,Bank Transfer
100485,Washing Machine,5,9105.46,11-04-2023,123 Main St,Bengaluru,RJ,648478,Google Pay
100486,Kindle Paperwhite,9,60136.71,12-04-2023,123 Main St,Kanpur,RJ,764579,Debit Card
100487,iPad Air,9,49374.04,12-04-2023,123 Main St,Lucknow,BR,907255,Cryptocurrency
100488,Nintendo Switch,1,132916.01,12-04-2023,123 Main St,Jaipur,DL,849407,UPI
100489,Kindle Paperwhite,7,44729.88,12-04-2023,123 Main St,Ahmedabad,RJ,662183,Bank Transfer
100490,Kindle Paperwhite,3,10322.78,12-04-2023,123 Main St,Mumbai,TG,951220,PayPal
100491,Bluetooth Speaker,2,86651.49,13-04-2023,123 Main St,Delhi,MH,517065,Cryptocurrency
100492,iPhone 14,5,25230.92,13-04-2023,123 Main St,Hyderabad,TN,817862,Credit Card
100493,Nintendo Switch,9,97558.16,13-04-2023,123 Main St,Lucknow,MH,464101,Net Banking
100494,Flatscreen TV,8,15491.96,13-04-2023,123 Main St,Lucknow,MH,852980,PhonePe
100495,iPhone 14,3,14280.64,13-04-2023,123 Main St,Surat,TN,445495,PayPal
100496,Bluetooth Speaker,8,127304.39,14-04-2023,123 Main St,Chennai,UP,820503,Bank Transfer
100497,Bluetooth Speaker,1,80014.33,14-04-2023,123 Main St,Hyderabad,PB,407326,UPI
100498,Sony Headphones,8,105085.82,14-04-2023,123 Main St,Ahmedabad,GJ,755149,Net Banking
100499,AirPods,3,79620.06,14-04-2023,123 Main St,Pune,GJ,226307,Cryptocurrency
100500,Dell XPS 15,4,137258.69,14-04-2023,123 Main St,Surat,RJ,952093,PayPal
100501,Bluetooth Speaker,1,78776.83,15-04-2023,123 Main St,Surat,MP,838274,Apple Pay
100502,Apple Watch,2,26016.35,15-04-2023,123 Main St,Kolkata,KA,343046,UPI
100503,PlayStation 5,3,125873.6,15-04-2023,123 Main St,Chennai,RJ,983222,UPI
100504,Macbook Pro,3,49816.85,15-04-2023,123 Main St,Jaipur,WB,432797,Net Banking
100505,iPad Air,9,19989.75,16-04-2023,123 Main St,Surat,BR,250099,Net Banking
100506,USB-C Cable,5,110658.25,16-04-2023,123 Main St,Kanpur,KA,970942,PayPal
100507,Sony Headphones,5,53854.46,16-04-2023,123 Main St,Bengaluru,TG,438498,Credit Card
100508,Washing Machine,8,55312.21,16-04-2023,123 Main St,Jaipur,MH,987412,PayPal
100509,Nintendo Switch,2,140816.53,16-04-2023,123 Main St,Lucknow,MP,673905,Google Pay
100510,Dell XPS 15,7,55327.43,17-04-2023,123 Main St,Kanpur,MP,295384,PayPal
100511,Dell XPS 15,9,1692.36,17-04-2023,123 Main St,Pune,WB,257999,UPI
100512,Apple Watch,2,130388.62,17-04-2023,123 Main St,Kolkata,PB,526778,Debit Card
100513,Nintendo Switch,8,3913.32,17-04-2023,123 Main St,Delhi,MH,732138,Cash
100514,USB-C Cable,5,62197.06,17-04-2023,123 Main St,Kanpur,BR,360237,PhonePe
100515,Washing Machine,4,32378.93,18-04-2023,123 Main St,Bengaluru,MP,423078,Google Pay
100516,Apple Watch,4,95457.32,18-04-2023,123 Main St,Kanpur,BR,424148,Apple Pay
100517,Bluetooth Speaker,6,131104.61,18-04-2023,123 Main St,Kolkata,PB,246395,PhonePe
100518,Macbook Pro,1,12957.43,18-04-2023,123 Main St,Jaipur,GJ,953154,Cryptocurrency
100519,Flatscreen TV,4,60681.16,18-04-2023,123 Main St,Kolkata,DL,485988,Debit Card
100520,Apple Watch,5,19040.07,19-04-2023,123 Main St,Surat,TG,984205,Debit Card
100521,Samsung Galaxy S23,5,70063.34,19-04-2023,123 Main St,Jaipur,RJ,582823,Debit Card
100522,USB-C Cable,5,68827.27,19-04-2023,123 Main St,Jaipur,KA,368549,Debit Card
100523,Nintendo Switch,4,114361.26,19-04-2023,123 Main St,Mumbai,TG,941995,UPI
100524,iPad Air,5,96311.92,19-04-2023,123 Main St,Lucknow,BR,720878,Cash
100525,AirPods,4,33202.24,20-04-2023,123 Main St,Bengaluru,RJ,634365,Credit Card
100526,PlayStation 5,7,62827.85,20-04-2023,123 Main St,Bengaluru,PB,947091,Credit Card
100527,Washing Machine,3,123093.75,20-04-2023,123 Main St,Chennai,TG,555337,Cryptocurrency
100528,AirPods,8,98644.77,20-04-2023,123 Main St,Kolkata,PB,896517,Net Banking
100529,Apple Watch,3,31508.29,21-04-2023,123 Main St,Kanpur,TG,206811,Apple Pay
100530,Washing Machine,9,44287.19,21-04-2023,123 Main St,Surat,TN,313850,Bank Transfer
100531,Apple Watch,5,74884.21,21-04-2023,123 Main St,Ahmedabad,MH,649454,PayPal
100532,Washing Machine,2,24628.2,21-04-2023,123 Main St,Hyderabad,TG,133893,Debit Card
100533,Flatscreen TV,7,43393.54,21-04-2023,123 Main St,Mumbai,RJ,652008,Debit Card
100534,Macbook Pro,6,79224.25,22-04-2023,123 Main St,Surat,RJ,377709,PayPal
100535,Kindle Paperwhite,9,116713.22,22-04-2023,123 Main St,Lucknow,RJ,689318,Google Pay
100536,AirPods,9,54390.93,22-04-2023,123 Main St,Surat,UP,237038,Apple Pay
100537,USB-C Cable,7,115370.24,22-04-2023,123 Main St,Mumbai,WB,635925,PhonePe
100538,Washing Machine,8,131945.89,22-04-2023,123 Main St,Ahmedabad,GJ,279362,Debit Card
100539,Samsung Galaxy S23,6,131812.53,23-04-2023,123 Main St,Kolkata,PB,661896,Cash
100540,Washing Machine,3,103536.37,23-04-2023,123 Main St,Bengaluru,RJ,737772,Bank Transfer
100541,iPad Air,1,50717.12,23-04-2023,123 Main St,Surat,GJ,173968,Credit Card
100542,PlayStation 5,7,91940.41,23-04-2023,123 Main St,Hyderabad,KA,931985,Net Banking
100543,Samsung Galaxy S23,5,65015.49,23-04-2023,123 Main St,Kolkata,RJ,910943,Cash
100544,Sony Headphones,3,130093.28,24-04-2023,123 Main St,Chennai,PB,805168,Cash
100545,Dell XPS 15,8,79101.39,24-04-2023,123 Main St,Pune,MH,910299,UPI
100546,Washing Machine,8,102284.62,24-04-2023,123 Main St,Pune,TG,681158,PayPal
100547,iPhone 14,9,114140.67,24-04-2023,123 Main St,Delhi,MP,764910,Google Pay
100548,iPad Air,7,29713.01,24-04-2023,123 Main St,Mumbai,MP,109663,PhonePe
100549,iPhone 14,6,113059.17,25-04-2023,123 Main St,Delhi,BR,393922,Cryptocurrency
100550,AirPods,8,118705.52,25-04-2023,123 Main St,Lucknow,MH,742976,Net Banking
100551,Macbook Pro,5,31593.2,25-04-2023,123 Main St,Mumbai,MP,653373,UPI
100552,Samsung Galaxy S23,3,43827.72,25-04-2023,123 Main St,Mumbai,MH,350813,Debit Card
100553,Apple Watch,3,17294.44,26-04-2023,123 Main St,Mumbai,TG,527909,Google Pay
100554,Apple Watch,4,100239.15,26-04-2023,123 Main St,Kanpur,KA,351966,PhonePe
100555,USB-C Cable,3,11333.11,26-04-2023,123 Main St,Surat,DL,655897,PayPal
100556,Macbook Pro,8,85178.96,26-04-2023,123 Main St,Jaipur,MP,492628,Debit Card
100557,iPad Air,6,18480.2,26-04-2023,123 Main St,Chennai,RJ,941795,Cryptocurrency
100558,Dell XPS 15,3,75744.52,27-04-2023,123 Main St,Pune,RJ,773974,Credit Card
100559,Dell XPS 15,1,146767.94,27-04-2023,123 Main St,Mumbai,KA,686672,Credit Card
100560,Apple Watch,4,49028.47,27-04-2023,123 Main St,Delhi,UP,359056,Google Pay
100561,PlayStation 5,1,11505.12,27-04-2023,123 Main St,Pune,RJ,906357,UPI
100562,Samsung Galaxy S23,6,108668.76,27-04-2023,123 Main St,Kanpur,WB,298981,Debit Card
100563,Sony Headphones,7,49561.4,28-04-2023,123 Main St,Delhi,TN,292925,Apple Pay
100564,Apple Watch,7,84453.71,28-04-2023,123 Main St,Surat,TN,214794,UPI
100565,AirPods,4,76192.55,28-04-2023,123 Main St,Jaipur,UP,161173,Cryptocurrency
